URN,Perseus,Text,SOL
urn:cts:greekLit:tlg1389.tlg001.dc3:κοιρωνίδαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.koironidai,"Κοιρωνίδαι: ἔστι Λυκούργῳ λόγος οὕτως ἐπιγραφόμενος 'Κροκωνιδῶν διαδικασία πρὸς Κοιρωνίδας,' ὃν ἔνιοι Φιλίνου νομίζουσιν· ἔστι δὲ γένος οἱ Κοιρωνίδαι, περὶ ὧν Ἴστρος ἐν τῇ συναγωγῇ τῆς Ἀτθίδος φησίν. ὠνομασμένοι δ' ἂν εἶεν ἀπὸ Κοίρωνος, ὃν νόθον ἀδελφὸν εἶναί φασι τοῦ Κρόκωνος, παρ' ὃ καὶ ἐντιμοτέρους εἶναι τοὺς Κροκωνίδας. ὁ δὲ τὸν λόγον γεγραφὼς ὅστις ποτ' ἐστὶν, τρισὶν ὀνόμασί φησιν αὐτοὺς προσηγορεῦσθαι· καὶ γὰρ Κοιρωνίδας καὶ Φιλιεῖς καὶ Περιθοίδας.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κολλυτεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kolluteus,"Κολλυτεύς: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.001"">κατὰ Τιμάρχου</work>. δῆμός ἐστι τῆς Αἰγηΐδος Κολλυτός.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κολωνέτας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kolonetas,"Κολωνέτας: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Ἀπελλαῖον περὶ τοῦ θησαυροῦ. τοὺς μισθωτοὺς Κολωνέτας ὠνόμαζον, ἐπειδὴ παρὰ τῷ Κολωνῷ εἱστήκεσαν, ὅς ἐστι πλησίον τῆς ἀγορᾶς, ἔνθα τὸ Ἡφαιστεῖον καὶ τὸ Εὐρυσάκειόν ἐστιν· ἐκαλεῖτο δὲ ὁ Κολωνὸς οὗτος ἀγοραῖος. ἦν δὲ καὶ ἕτερος Κολωνὸς πρὸς τὸ τοῦ Ποσειδῶνος ἱερὸν, ὡς <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατ' Αὐτοκλέους· οὗτος δ' ἂν εἴη ὁ τῶν ἱππέων. Φερεκράτης Πετάλῃ 

<qverse>οὗτος, πόθεν ἥκεις; ἐς Κολωνὸν ἱέμην,</qverse> 
<qverse>οὐ τὸν ἀγοραῖον, ἀλλὰ τὸν τῶν ἱππέων.</qverse>

<person TLG=""0014"">Δημοσθένης</person> ἐν τοῖς Κολωνῆθέν φησι. περὶ τῶν Κολωνῶν Διόδωρός τε ὁ περιηγητὴς καὶ <person TLG=""0583"">Φιλόχορος</person>  ἐν γ Ἀτθίδος διεξῆλθεν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κομιστικὰ_πλοῖα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.komistika_ploia,"Κομιστικὰ πλοῖα: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ περὶ τῆς φυλακῆς τῶν Τυρρηνῶν. ἔοικε καλεῖσθαι κομιστικὰ πλοῖα ἐν οἷς ἐκόμιζον οἱ Τυρρηνοὶ τὰ ληφθέντα λάφυρα, ὡς αὐτὸς ὁ ῥήτωρ ὑποσημαίνει ἐν τῷ λόγῳ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κόμματα_καὶ_κυρήβια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kommata,"Κόμματα καὶ κυρήβια: <person TLG=""0029"">Δείναρχος</person> ἐν τῇ κατὰ Καλλισθένους εἰσαγγελίᾳ. τὰ μὲν κυρήβιά ἐστι τὰ πίτυρα, τὰ δὲ κόμματα ἔοικεν εἶναι μέρη τινὰ ἢ τῆς καλάμης ἢ τῶν περὶ τὸν σῖτον αὐτὸν ἐν τῷ στάχυϊ γινομένων ἢ τῶν ἀνθερίκων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κορδακισμός,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kordakismos,"Κορδακισμός: <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς. ὁ κόρδαξ κωμικῆς ὀρχήσεώς ἐστιν εἶδος, καθάπερ φησὶν Ἀριστόξενος ἐν τῷ περὶ τῆς τραγικῆς ὀρχήσεως. ἔστι δὲ τοὔνομα καὶ ἐν τῇ ἀρχαίᾳ κωμῳδίᾳ, ὡς παρὰ Νικοφῶντι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κοροπλάθος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.koroplathos,"Κοροπλάθος: <person TLG=""0010"">Ἰσοκράτης</person> ἐν τῷ <work TLG=""0010.019"">περὶ τῆς ἀντιδόσεως</work>. τοὺς ἐκ πηλοῦ ἢ κηροῦ ἤ τινος τοιαύτης ὕλης πλάττοντας κόρας ἢ κόρους οὕτως ὠνόμαζον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κορσιαί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.korsiai,"Κορσιαί: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">κατ' Αἰσχίνου</work>. πόλις ἐστὶ τῆς Βοιωτίας Κορσιαὶ, ὡς <person TLG=""0566"">Θεόπομπος</person> ἐν τῇ λ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κοτύλαιον_ὄρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kotulaion_oros,"Κοτύλαιον ὄρος: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. ἔοικε τὸ ὄρος τῆς Εὐβοίας εἶναι· Ἀρχέμαχος γοῦν ἐν γ Εὐβοϊκῶν φησὶ ""Κότυλος μὲν οὖν φαίνεται κατασχεῖν τὸ ὄρος τὸ νῦν ἀπ' ἐκείνου ""Κοτύλαιον καλούμενον.""",
urn:cts:greekLit:tlg1389.tlg001.dc3:κότυς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kotus,"Κότυς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. οὗτος ἦρξε τῆς Θρᾴκης ἔτη κδ, διῆγε δὲ τὰ μὲν πρῶτα ἐν τρυφαῖς καὶ ἡδυπαθείαις, ἔπειτα αὔξησιν λαμβανούσης αὐτῷ τῆς εὐπραγίας εἰς ὠμότητα καὶ ὀργὴν ἐξηνέχθη, ὡς καὶ τὴν γυναῖκα, ἐξ ἧς αὐτῷ ἦν τέκνα, διέκοψε μέσην ταῖς αὑτοῦ χερσὶν, ἀπὸ τῶν αἰδοίων ἀρξάμενος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κραυαλλίδαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.krauallidai,"Κραυαλλίδαι: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. Δίδυμός φησι δεῖν γράφεσθαι Κραυγαλλίδαι· οὕτω γὰρ λέγεσθαι τὴν ἐν Φωκεῦσι πλησίον Κίρρας χώραν Κραυγάλλιον, ὡς καὶ Ξεναγόρας ἐν δ Χρόνων ἱστορεῖ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κράστις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.krastis,"Κράστις: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ πρὸς Λυσικράτην. κράστις ἐστὶν ἡ πόα, ὡς καὶ <person TLG=""0019"">Ἀριστοφάνης</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κριθώτην,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.krithoten,"Κριθώτην: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>. Κριθώτη μία πόλις τῶν ἐν Χερρονήσῳ, καθά φησιν <person TLG=""0539"">Ἑλλάνικος</person> ἐν α Τρωϊκῶν. Ἔφορος δ' ἐν τῇ δ φησὶν αὐτὴν κατοικισθῆναι ὑπὸ Ἀθηναίων τῶν μετὰ Μιλτιάδου ἐκεῖ παραγενομένων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κριωεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.krioeus,"Κριωεύς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.042"">πρὸς Φαίνιππον</work>. δῆμός ἐστι τῆς Ἀντιοχίδος Κριώα, ὥς φησι Διόδωρος ἐν τῷ περὶ τῶν δήμων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κρώβυλος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.krobulos,"Κρώβυλος: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>. Ἡγήσιππος μέν ἐστιν ὁ Κρώβυλος ἐπικαλούμενος, κυρίως δὲ εἶδός τι ἐμπλοκῆς ἐστὶν ὁ κρώβυλος, καθά φησι <person TLG=""0003"">Θουκυδίδης</person> ἐν α.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κτησίου_διός,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.ktesiou_dios,"Κτησίου Διός: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Ἀπελλαῖον. κτήσιον Δία ἐν τοῖς ταμιείοις ἱδρύοντο· <person TLG=""0541"">Μένανδρος</person> Ψευδηρακλεῖ 

<qverse>νῦν δ' εἰς γυναικωνῖτιν εἰσιόνθ' ὅταν</qverse> 
<qverse>ἴδω παράσιτον, τὸν δὲ Δία τὸν κτήσιον</qverse> 
<qverse>ἔχοντα τὸ ταμιεῖον οὐ κεκλεισμένον,</qverse> 
<qverse>ἀλλ' εἰστρέχοντα πορνίδια.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κτησιφῶν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.ktesifon,"Κτησιφῶν: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">κατ' Αἰσχίνου</work> <q TLG=""0014.019.94"">τὸ μὲν γὰρ ἐξ ἀρχῆς, ἄχρι τοῦ λόγου τυχεῖν Φίλιππον ὑπὲρ τῆς εἰρήνης, Κτησιφῶν καὶ Ἀριστόδημος τὴν πρώτην ἔφερον τοῦ φενακισμοῦ.</q> εἷς τῶν ι πρέσβεων τῶν μετὰ <person TLG=""0014"">Δημοσθένους</person> καὶ Αἰσχίνου πρεσβευσάντων ἦν οὗτος· ἑκάτερος γοῦν τῶν ῥητόρων ἐν τῷ περὶ τῆς πρεσβείας πολλάκις αὐτοῦ μνημονεύει. ἕτερος δ' ἂν εἴη τις ὁ τὸ ψήφισμα τὸ περὶ τοῦ στεφάνου γεγραφὼς <person TLG=""0014"">Δημοσθένει</person>, καθ' οὗ λόγος ἐστὶ τῷ <person TLG=""0026"">Αἰσχίνῃ</person> ὁ <work TLG=""0026.003"">κατὰ Κτησιφῶντος</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυδαθηναιεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kudathenaieus,"Κυδαθηναιεύς: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ περὶ τοῦ Ἱππέως κλήρου. Κυδαθήναιον δῆμός ἐστι φυλῆς τῆς Πανδιονίδος, ἀφ' οὗ ὁ δημότης Κυδαθηναιεύς.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυδαντίδης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kudantides,"Κυδαντίδης: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Πολύευκτον. δῆμός ἐστι τῆς Αἰγηΐδος Κυδαντίδαι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυθήριος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kutherios,"Κυθήριος: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.042"">πρὸς Φαίνιππον</work>. Κύθηρος δῆμος τῆς Πανδιονίδος, ἀφ' οὗ ὁ δημότης λέγεται Κυθήριος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κύθνιοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kuthnioi,"Κύθνιοι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.013"">περὶ συντάξεως</work>. Κύθνος μία τῶν Κυκλάδων νήσων, ὡς <person TLG=""0086"">Ἀριστοτέλης</person> ἐν τῇ Κυθνίων πολιτείᾳ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κύκλοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kukloi,"Κύκλοι: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Καλλαίσχρου. κύκλοι ἐκαλοῦντο οἱ τόποι ἐν οἷς ἐπωλοῦντό τινες· ὠνομάσθησαν δὲ ἀπὸ τοῦ κύκλῳ περιεστάναι τοὺς πωλουμένους. <person TLG=""0541"">Μένανδρος</person> Ἐφεσίῳ 

<qverse>ἐγὼ μὲν ἤδη μοι δοκῶ νὴ τοὺς θεοὺς</qverse> 
<qverse>ἐν τοῖς κύκλοις ἐμαυτὸν ἐκδεδυκότα</qverse> 
<qverse>ὁρᾶν, κύκλῳ τρέχοντα καὶ πωλούμενον.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυμβίον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kumbion,"Κυμβίον: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.021"">κατὰ Μειδίου</work>. εἶδός τι ἐκπώματος τὸ κυμβίον. φησὶ δὲ <person TLG=""1312"">Δίδυμος</person> ἐπίμηκες αὐτὸ εἶναι καὶ στενὸν καὶ τῷ σχήματι παρόμοιον τῷ πλοίῳ ὃ καλεῖται κυμβίον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυννίδαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kunnidai,"Κυννίδαι: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῇ διαδικασίᾳ Κροκωνιδῶν πρὸς Κοιρωνίδας. γένος ἐστὶ παρ' Ἀθηναίοις οἱ Κυννίδαι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυνόσαργες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kunosarges,"Κυνόσαργες: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.024"">κατὰ Τιμοκράτους</work>. ἓν τῶν παρ' Ἀθηναίοις γυμνασίων τὸ Κυνόσαργες.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυπρόθεμις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kuprothemis,"Κυπρόθεμις: ὄνομα κύριον. <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.015"">περὶ τῆς τῶν ῥοδίων ἐλευθερίας</work> <q TLG=""0014.015.9"">Σάμον δὲ φρουρουμένην ὑπὸ Κυπροθέμιδος, ὃν κατέστησε Τιγράνης ὁ βασιλέως ὕπαρχος.</q>",
urn:cts:greekLit:tlg1389.tlg001.dc3:κύπασσις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kupassis,"Κύπασσις: <person TLG=""0540"">Λυσίας</person> ἐν τῷ ὑπὲρ Βακχίου καὶ Πυθαγόρου, εἰ γνήσιος. οἱ γλωσσογράφοι χιτῶνος εἶδός φασιν αὐτὸν εἶναι τὸν κύπασσιν, οἱ μὲν γυναικείου, οἱ δὲ ἀνδρείου. μέμνηται δ' αὐτοῦ Ἱππῶνάξ τε καὶ Ἑκαταῖος ἐν περιόδῳ Εὐρώπης, λέγων ""Κίσσιοι δὲ ἐσθῆτα φορέουσι κυπάσσεις Περσικούς,"" καὶ <person TLG=""0019"">Ἀριστοφάνης</person> ἐν τοῖς Ταγηνισταῖς.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κύρβεις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kurbeis,"Κύρβεις: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῷ περὶ τῆς ἱερείας. κύρβεις φησὶν Ἀπολλόδωρος ἐν τοῖς περὶ θεῶν ἔχειν ἐγγεγραμμένους τοὺς νόμους, εἶναι δ' αὐτοὺς λίθους ὀρθοὺς ἑστῶτας, οὓς ἀπὸ μὲν τῆς στάσεως στήλας, ἀπὸ δὲ τῆς εἰς ὕψος ἀνατάσεως διὰ τὸ κεκορυφῶσθαι κύρβεις ἐκάλουν, ὥσπερ καὶ κυρβασίαν τὴν ἐπὶ τῆς κεφαλῆς τιθεμένην. <person TLG=""0086"">Ἀριστοτέλης</person> δ' ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> φησὶν ""ἀναγράψαντες δὲ τοὺς νόμους εἰς τοὺς κύρβεις ἔστησαν ἐν τῇ στοᾷ τῇ βασιλείᾳ.""",
urn:cts:greekLit:tlg1389.tlg001.dc3:κύρειον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kureion,"Κύρειον: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.011"">Πανηγυρικῷ</work>. Κύρειον στράτευμα τὸ μετὰ Κύρου συναναβεβηκὸς, ὅτε ἐστράτευσεν ἐπὶ τὸν ἀδελφὸν Ἀρταξέρξην· οὗ μετεῖχε καὶ Ξενοφῶν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυρηβίων,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kurebion,"Κυρηβίων: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">κατ' Αἰσχίνου</work>. ὅτι δ' ἐπώνυμόν ἐστι τοῦτο Ἐπικράτους τοῦ Αἰσχίνου κηδεστοῦ καὶ ἐν ἄλλοις δεδήλωται.",
urn:cts:greekLit:tlg1389.tlg001.dc3:κυρία_ἐκκλησία,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:k.kuria_ekklesia,"Κυρία ἐκκλησία: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Δημέου ξενίας, εἰ γνήσιος. τίνες δὲ αἱ κύριαι ἐκκλησίαι <person TLG=""0086"">Ἀριστοτέλης</person> δεδήλωκεν ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>, λέγων τοὺς πρυτάνεις συνάγειν τὴν βουλὴν καὶ τὸν δῆμον, τὴν μὲν βουλὴν ὁσημέραι, πλὴν ἐάν τις ἀφέσιμος ᾖ, τὸν δὲ δῆμον τετράκις τῆς πρυτανείας ἑκάστης<ref TLG=""0086.003.43.3""/>. <q TLG=""0086.003.43.4"">προγράφουσι δέ</q> φησι <q TLG=""0086.003.43.4""/>καὶ κυρίαν ἐκκλησίαν, ἐν ᾗ δεῖ τὰς ἀρχὰς ἀποχειροτονεῖν οἳ δοκοῦσι μὴ καλῶς ἄρχειν, καὶ περὶ φυλακῆς δὲ τῆς χώρας.</q> καὶ τὰς εἰσαγγελίας ἐν ταύτῃ τῇ ἡμέρᾳ τοὺς βουλομένους ποιεῖσθαί φησι, καὶ τὰ ἑξῆς.","kappa,2760"
